repeat,lookup-100,add-100,lookup-1000,add-1000,lookup-10000,add-10000,lookup-100000,add-100000,lookup-1000000,add-1000000,lookup-10000000,add-10000000
726,26382,27391,26812,28288,28712,28862,28636,29945,29469,29896,29777,30345
727,25803,25836,27495,28256,28101,29709,27616,28215,28189,28957,28809,29859
728,24722,26555,27535,27350,29522,30423,28403,28719,29731,29520,28829,29845
729,25034,26977,26971,29404,27611,28730,28344,28069,29210,29937,29923,33093
730,26594,28470,28300,28376,28335,29460,29505,28851,28491,30570,28706,29943
731,25447,26200,30093,30005,28940,28974,28126,29884,29089,29041,28568,29411
732,24856,26472,26466,28679,28646,29966,27788,28208,27853,28978,28449,29480
733,26216,26631,27615,30471,30599,30449,27628,28779,28171,29275,30303,30252
734,27183,26350,28169,28452,28514,29514,28425,28640,28674,28096,30172,29228
735,26548,28326,27637,28770,29379,29354,27606,29973,29068,30792,30801,31748
736,24468,27187,27894,29948,29259,28720,27622,29395,28402,29072,30491,30342
737,26452,28396,27130,28660,28594,29842,29260,28030,28552,28594,30623,30662
738,26033,25925,27486,28769,29293,28944,27484,28618,28856,29144,29387,30263
739,26936,26377,29558,27960,28206,28834,29620,28834,28947,30067,29197,29915
740,25800,27436,27193,28794,28600,29512,28804,29216,28065,29931,29826,30514
741,26095,26169,27451,28620,29128,29097,28182,29123,28865,28766,30879,30156
742,28576,27127,27531,29323,28495,30454,27962,29031,28367,28826,29691,31781
743,25012,27466,27063,30067,29988,32981,28658,28563,29973,30013,28962,29581
744,27228,27195,27542,28621,28171,29169,27876,29429,29366,29324,28856,29268
745,27450,27174,27928,27682,30495,31330,28238,28161,28245,29676,29861,29106
746,25791,27096,26779,28074,28533,29027,27557,28933,28750,29620,29409,30168
747,26302,26926,27908,28571,28539,30327,28949,29147,30582,28901,29763,30823
748,28567,29060,28385,28444,28858,28817,29569,27943,29228,29498,29135,31339
749,25964,29427,27488,30293,27966,29523,28360,30115,29217,28736,29568,30471
750,26034,27869,27827,28046,30577,29488,28074,28360,28831,29859,29522,31584
751,26573,27032,27634,28522,28572,29043,28319,28402,29109,28921,29092,30048
752,26320,26926,27782,30298,28505,29374,29557,29257,28706,30603,28901,29544
753,25611,26798,28581,28312,29661,28758,28612,28202,28461,29439,27952,29754
754,27471,29891,27096,29644,28361,30460,27940,28035,29644,28507,28673,30879
755,27712,27253,27451,30187,29101,30327,28436,29260,28012,29210,28394,30200
756,26110,27550,28313,27802,28510,29442,29429,31304,29077,31003,28332,29685
757,26680,29749,27532,29896,28521,29671,28893,30143,28562,29515,29634,28817
758,27097,28722,27759,29143,28985,28539,28146,29119,28295,29441,29709,29645
759,25965,27405,28170,28362,28839,31813,27492,29113,28934,28878,29227,29626
760,26220,27510,28458,28377,29464,29877,28076,29382,29471,29788,28183,28867
761,27072,27353,28057,29289,28213,28961,29373,30072,28903,30294,29636,29816
762,26687,27013,27441,30060,30377,30186,27885,28919,28465,28482,30106,27900
763,27206,28966,27039,28675,29192,28541,28124,28907,28418,29188,28364,29830
764,27270,27658,28033,28172,27981,29720,28392,28258,30955,28322,28856,29517
765,30515,27014,27466,29101,28479,29171,28611,32932,28362,29522,28199,28619
766,26693,28330,28005,30742,28563,30002,28681,29436,28900,30245,28380,29475
767,27636,28589,27678,28483,30704,29158,27987,28678,28612,28611,28926,30605
768,26218,27337,30181,30825,28745,29030,27868,28302,28791,29068,27933,30457
769,25964,27541,29212,28275,28480,29437,29232,28455,29782,30042,28561,29858
770,27436,27037,27055,28341,29366,29298,27518,29938,28326,29274,28612,29300
771,27034,26757,27756,29293,29254,31189,28440,30132,28440,29646,29208,30547
772,27114,29670,28343,27848,28986,29394,27571,29654,28692,28877,28664,29158
773,27288,27657,28809,30639,28340,28452,28221,29283,29604,31046,27991,29234
774,28212,27709,28961,28949,28134,29113,29663,29266,29117,29929,28966,29321
775,25556,28223,27945,30482,28419,28957,28016,29350,28311,29090,29635,29750
776,28332,29249,27864,28664,28940,31378,29320,29197,28574,29398,28981,30003
777,26847,27068,27599,29364,28307,29639,29091,29541,28936,28715,29123,29029
778,26016,27784,27684,29741,28372,28749,29297,34470,29231,31160,29565,29427
779,27360,27903,27643,28926,29786,29498,28486,28885,29261,29176,29225,29598
780,27767,26884,27467,28409,28959,29335,28034,29310,29041,29445,28529,30561
781,27220,28828,27551,30839,28240,29050,28503,28640,30597,29994,28948,30827
782,28536,29879,28602,28994,29378,29671,28272,29244,28559,29503,28752,28169
783,27183,28192,29691,28479,30149,30371,28732,30926,28906,29529,29057,31175
784,25906,28079,27767,29210,30532,28759,28486,32724,29383,28633,29245,30640
785,28611,28744,28340,28715,29373,29198,27761,29002,29809,31252,28242,29292
786,27925,27375,27706,29276,28608,29111,29414,29152,30514,30242,28047,29272
787,26288,27949,28260,30919,29212,29800,27763,30147,28423,30249,29211,28847
788,27247,28359,28715,29559,28645,30728,28061,29466,29112,30481,29314,31511
789,27244,27116,27535,29338,28637,29652,28004,28938,28674,28958,28996,28957
790,27663,29294,28171,29225,29360,28533,27858,29092,29421,31252,27998,29366
791,26329,27996,27557,29857,27811,29473,29788,33173,29738,30497,29134,28760
792,27740,28030,28052,30576,27835,29230,28483,30581,28743,30037,29528,28416
793,26116,27616,28698,28869,29546,30133,28079,29486,29197,29593,28992,30308
794,29420,28820,28510,29648,28613,29823,28315,28785,29819,29419,29620,30028
795,27132,27615,30301,31051,29107,29446,29520,28979,28934,30671,28179,28779
796,26205,27892,27908,28695,30019,30149,28420,28973,28882,29285,28618,30119
797,26908,27685,28024,29371,28816,30039,28408,34727,28757,29791,29378,30112
798,26955,26521,28874,28599,28501,28883,28035,28936,30821,29459,28215,29722
799,27591,27495,27579,29102,29077,29489,28494,28349,28642,29661,28664,29148
800,26267,28268,29270,29587,29423,29073,28465,30352,29212,29641,27803,29448
801,27320,29703,29647,34969,30733,32854,30028,31771,30190,33772,30193,34042
802,26059,27387,28620,30114,29646,30090,27929,29986,29398,30665,28453,29903
803,28202,27365,27979,29094,28639,30155,28717,30655,29694,30630,28198,30260
804,26402,26941,28045,31027,29717,29589,27824,33447,29054,29949,29098,28510
805,26707,26629,28985,29419,28889,30580,28241,29004,29220,28923,29356,29196
806,26174,27298,28158,29459,29328,29946,28282,29058,28471,29267,29082,29666
807,25856,27781,27851,29923,29730,29579,27759,29024,29346,30995,29267,31141
808,28182,26988,28556,32636,29186,29328,30046,29124,28332,30433,28952,29522
809,25875,27565,28454,30784,29121,30355,28201,29771,29015,29533,29367,28632
810,26535,27978,28299,29254,28970,32288,28821,33522,29607,29200,28567,29961
811,26964,27159,28126,29153,29490,30505,28564,28803,30673,30431,28531,29712
812,28352,26876,30043,29243,28985,29466,29389,29101,29142,29635,28279,29220
813,26289,29017,28779,29508,30933,29958,28724,29817,28630,30347,28128,29926
814,26712,28076,28784,36377,29257,28897,27873,29173,29640,30726,29698,33270
815,26231,27082,28495,28145,28539,29535,28758,29281,30781,29771,28179,29329
816,25119,27429,27492,29081,29726,29855,33372,42056,29195,30232,28259,28813
817,27737,28244,30181,30041,29053,30558,28878,31730,31140,29349,28038,29126
818,27080,27803,28628,29754,31119,29831,28168,29196,29475,32187,30029,34310
819,26617,27720,27923,29138,29787,29160,28581,29527,29308,29092,28439,29405
820,27204,28178,28267,29248,28758,30215,29990,28521,29087,32069,29300,30588
821,27332,27622,28412,34075,30356,29322,28535,30619,30006,31877,29436,28668
822,26115,30197,28186,29217,29211,31822,29048,29574,28684,29462,30035,29648
823,25927,27858,28481,29966,29580,29858,28068,30050,30008,29311,29574,29294
824,27385,26857,29075,29811,28989,29455,28590,30646,29484,29941,28565,29398
825,25734,27968,29030,30575,29643,30128,30605,30502,29893,29634,29004,29553
826,26393,27425,29032,31385,30268,29409,28800,29847,29765,29237,29891,28805
827,26734,29096,29311,32182,30735,31627,28734,29397,28547,29793,28640,31440
828,27194,26920,27963,29429,29368,31694,27882,29748,30479,30198,28802,29355
829,26274,27405,30117,29354,29235,29429,29438,30995,28419,29588,28303,29135
830,26398,27595,28375,29152,30413,31093,28197,30577,28749,29850,28505,30048
831,27201,28673,27980,29841,28989,30122,28625,29395,29582,29323,29361,30331
832,26125,27447,28932,29160,29441,29527,29116,28810,29025,31299,28488,29595
833,28954,28524,28178,28914,29039,29332,28512,29576,29479,29393,28954,29225
834,26634,29119,30258,33881,29096,30419,29014,32057,28935,29688,28510,30982
835,26602,27585,28583,29755,30443,30640,28150,29490,28990,30610,29784,31647
836,27660,30279,28760,29694,29033,29987,28365,29446,29013,29688,28434,29739
837,27795,26968,29458,29154,29147,30128,30001,30239,29225,31410,28596,30248
838,26317,28361,28615,31379,30474,30313,28155,31399,29463,29363,29690,29598
839,26635,28474,28245,28917,29756,30218,28863,29256,28669,30249,29742,29972
840,28131,29486,27860,29527,28534,29740,28038,29945,30864,29730,29521,30769
841,26213,28166,28555,29866,29385,30323,31261,30481,29930,30128,28498,29071
842,27325,28744,29352,29191,29884,29567,30026,29518,29321,29747,29336,30190
843,27107,27514,28789,31525,31101,29711,29223,31846,28918,29099,30645,28316
844,26796,28015,28567,29480,29768,29800,28746,28823,29233,30426,29704,30561
845,27799,30196,28678,29616,28907,30429,27729,29929,30902,30146,28911,28996
846,28764,27107,30453,29684,29976,29549,29398,31862,29157,30205,28586,29409
847,28041,29325,46119,39335,29306,31770,28231,29807,28972,29302,29848,31349
848,27165,29420,45601,48155,29405,30237,28388,29712,28726,30212,29299,30898
849,26650,29570,45745,48191,29407,29085,28767,28868,29965,31315,28733,30166
850,25689,27776,45732,48939,29934,29741,29093,30753,29014,30089,29235,28732
851,26308,27769,51973,49132,29438,29707,28780,31242,29326,30014,28125,29912
852,27368,27655,29840,47319,29467,31864,28023,29227,28986,29657,29802,31070
853,26380,27386,28784,29384,30373,32465,28908,29211,30630,30264,28836,31064
854,27408,29703,28880,29654,28708,29725,29569,28922,28934,30293,29149,32363
855,27365,27183,28790,29166,30771,31542,28379,30131,28487,29587,28580,29821
856,26278,27556,27553,29829,29253,29985,29002,30290,28994,30151,30205,30971
857,26925,27947,28695,31899,29317,30207,28064,29374,30317,29315,29239,29092
858,27739,28650,28304,29305,29489,29509,28970,29597,30083,30266,29138,29813
859,26270,27615,28467,30084,28688,30442,30228,29298,30128,29531,29046,29311
860,26202,28081,30339,29688,30906,30646,27752,29925,29458,29509,30297,31082
861,26990,27327,28191,30064,29317,30564,28232,28668,29713,30183,29680,30224
862,27020,26648,28621,29759,29530,30830,28151,29698,29083,31420,29103,29565
863,27877,28436,28507,29888,31887,32857,30126,34190,29497,30402,28837,30030
864,27370,27561,28753,30488,29680,30337,28399,29804,28775,29587,30389,29049
865,27127,27255,30119,29097,28753,29752,28433,29666,29044,29930,28915,30215
866,26304,27904,28347,30115,29688,30451,28764,29105,29666,30387,30023,31903
867,28551,29135,28733,29575,30166,30939,28669,29393,29251,29676,28304,28919
868,27895,27444,28727,30038,31344,30081,29317,30969,29620,29812,29656,30221
869,26594,27813,29429,32141,29924,29806,28775,31080,28893,29556,28721,31448
870,27517,27931,28785,29119,29012,30367,28641,29731,30915,30343,30025,30121
871,28392,26490,28938,29771,30370,29679,29888,28998,29501,29739,28919,30313
872,28030,28742,29150,29677,29668,32158,28247,30400,28923,30369,28252,29979
873,26881,28055,28444,32416,29560,30558,29641,29652,29762,29454,29659,33641
874,29686,27990,29313,32202,28665,29655,28058,30451,29670,30611,28850,29998
875,28751,27852,28126,29953,29546,30285,28993,29825,29908,30648,28894,29647
876,28027,29170,28751,30612,29998,29235,30075,32462,28679,30212,28289,29295
877,26473,27077,29843,30833,29733,32290,28388,30207,29889,29817,30165,30116
878,25510,28290,28513,30470,29736,29512,28605,29003,28966,29410,29756,29299
879,28020,28686,29048,29580,28944,29546,28216,29288,29736,32067,28770,31234
880,26933,26685,27902,30240,30787,30709,29776,31463,30018,29481,28957,29745
881,27357,29983,29535,30975,29056,29932,28519,29464,29589,30284,30042,29952
882,27029,28224,29756,30956,29922,30033,28392,29970,30835,30925,29070,29859
883,27150,27472,28256,30005,30106,29770,28440,31032,29498,30491,29072,28985
884,25779,28415,29511,29812,29241,30740,28939,29784,29622,30022,28818,29863
885,28555,29124,29182,29823,30076,31428,29849,31294,29413,29409,30893,29158
886,27756,27118,29464,30513,29623,30723,28112,29893,29434,30297,29583,33776
887,26380,27864,27985,29722,29812,30404,28862,29768,30905,30624,29101,29143
888,27011,28355,29700,30512,31268,30766,29898,29284,29888,30368,29069,29454
889,28087,27024,28827,29523,29870,30111,28946,32328,30084,29367,29032,30453
890,27014,29236,30631,29818,29309,30144,28721,29206,29339,30465,29348,31360
891,26997,28541,29519,30792,29717,30137,28559,30109,30895,31648,29147,30833
892,27562,28218,29454,31318,29499,30162,28882,29624,29564,30690,28633,29540
893,26110,27809,29409,30146,31608,30552,29924,29428,29678,30984,28377,31093
894,28455,28661,29195,32085,29651,30284,29115,30846,29403,30627,30019,31217
895,29270,27638,29916,30069,29398,30770,28632,29525,31021,30445,28343,30378
896,25623,30207,28468,29773,29619,30059,28774,31926,29574,29930,28992,30152
897,27241,28638,29008,30179,29535,32921,29123,31257,29544,30371,29377,29330
898,27615,27417,29182,29996,30023,29694,27991,30029,29752,29554,30925,30886
899,27310,29693,29634,32284,28886,29888,29010,30067,30009,30949,29521,31512
900,27442,27889,29555,29926,30299,31077,29327,29439,29087,30054,28702,29757
901,27944,30600,30457,34036,31687,33755,30976,34952,30813,33735,30489,32752
902,26446,28920,31245,30001,30077,31231,28374,33251,29985,30583,30096,30444
903,27971,29368,28265,30603,28875,30014,28937,29277,29249,30271,29778,30015
904,26508,27950,29771,30520,29679,30057,29345,29196,29632,31830,28343,29564
905,26872,27984,29916,29881,29952,31717,29781,29302,29400,30059,29122,29641
906,27175,27687,29629,30993,29662,30567,28854,29364,29788,30276,30989,30760
907,27239,27096,30195,30835,29832,29857,28491,29112,31071,29923,29308,30106
908,27187,28831,29187,30079,29660,30182,29262,30108,29637,31075,29729,29027
909,27267,27686,29884,29665,30069,29602,28943,31474,30319,30173,28382,29764
910,27656,26984,32498,30839,29294,31862,29918,30857,29917,30596,29158,29853
911,26625,27838,29938,30902,29771,30394,28866,29439,30894,30683,29299,31698
912,28606,28516,28930,30897,29161,29652,28534,30036,29388,32487,29115,31877
913,27979,27428,29079,29594,31553,30207,29241,29522,30226,30452,29025,29039
914,25971,28843,28693,30401,29379,30442,28940,31875,29665,30053,28986,30038
915,27174,28362,30723,30067,29272,30420,29247,32347,30761,31114,29764,31281
916,28182,26256,29310,30778,29853,29503,29546,29585,29808,30955,28592,30078
917,27786,28642,29669,30419,33247,30937,29097,30137,33494,31063,30239,29521
918,27191,27864,29672,29853,30758,31395,30346,29894,29328,30459,28645,31675
919,27053,27412,29303,31524,29945,31497,28623,31059,29917,30580,30052,33113
920,26282,27561,29046,29687,29601,29929,29310,29629,30323,32028,28568,30125
921,29297,28581,28640,30252,30822,30015,28487,29585,30776,31077,28853,29709
922,28341,27192,29480,30883,29624,30994,30131,33244,29950,30006,29434,29611
923,28099,27833,28533,29730,28987,30591,28914,29964,29783,30981,30121,29834
924,27248,30733,29148,32304,29621,30182,29748,29851,30287,31528,29445,29726
925,27501,27877,29051,31512,29564,29396,30100,29443,30051,30175,28723,31012
926,28064,29419,28833,30355,31329,30434,28822,32085,30439,29965,29184,30229
927,28092,29320,30204,29708,30252,30052,30073,30431,29585,31055,30415,29356
928,27118,27638,28253,30631,29090,30306,29891,37387,31968,30958,29176,30747
929,26299,28784,29876,31580,30615,30446,28946,28880,29917,31133,30788,29494
930,29055,30451,28904,30251,29475,32853,30533,29852,29973,30543,28330,29841
931,27311,28834,29096,30561,30017,30293,29544,30179,29754,30517,30063,29383
932,26950,29011,30964,31240,29146,30067,28546,29242,30388,31821,28687,33131
933,27990,28469,29763,30567,30149,30967,30006,30244,29563,30322,29168,30003
934,26903,28353,32542,31038,31251,30234,30893,29631,29657,31389,29145,29429
935,28284,29992,30767,31178,30487,31801,30496,39077,29691,29747,29377,30455
936,30470,27852,29453,30970,30213,30076,28925,29994,31348,30685,29851,30937
937,27165,28833,29250,30086,29761,30576,28988,30399,29768,29999,28926,30161
938,27826,28151,29617,30168,30661,31359,30847,29439,29143,30600,29452,30878
939,28777,30103,29408,30559,30008,30262,29363,31261,29992,30040,28666,30612
940,27090,29142,31462,30619,29824,29972,29389,29883,31332,30679,29548,31053
941,28120,28526,28686,30385,30560,32936,29677,34823,29438,31144,28630,29585
942,27640,28914,29107,30540,30054,29683,29902,29579,29066,30929,28740,30184
943,27970,28933,28963,30182,29855,32080,30322,29874,29980,30884,29361,29426
944,28038,29347,29420,32211,29752,30266,28901,30658,29603,30247,29800,30299
945,27191,28100,29840,30103,29469,29943,28904,29841,29874,32177,29921,31077
946,28034,29273,29242,30640,32389,30469,28919,29954,30363,29763,28558,29714
947,28128,27513,29959,30137,30449,31423,29752,31115,29231,30650,29342,29839
948,27137,30601,28967,30463,29604,30896,28859,30048,30599,29707,30580,29252
949,27701,29142,29472,32159,29707,29965,29614,29585,29644,30946,29755,31646
950,28027,27892,28946,30462,29397,30667,28458,29496,30313,30215,29934,28794
951,26829,29074,30216,32028,30498,30771,29529,30102,29487,30977,28604,29964
952,28219,28250,30567,31547,29869,31020,29384,31437,32057,30945,30090,30731
953,27860,28712,29427,32165,30190,29952,29359,29913,30329,34275,29119,30591
954,27941,29828,28922,30613,31203,31038,29473,29510,29834,30561,29132,29861
955,28205,28941,30017,30802,30620,31541,30555,29753,29492,30295,29546,29498
956,29362,28750,29256,29961,29683,31327,29328,29677,30210,31328,29292,30458
957,27845,30320,29622,32344,30466,30725,29250,29397,30172,32392,29775,30203
958,28284,29278,29690,30473,29293,30601,29342,30185,30704,30759,29179,31590
959,27069,28432,29377,30736,31805,31374,29882,29154,30176,30025,29231,29818
960,28140,29205,31149,30428,29755,30913,30973,30531,30184,30635,28672,30194
961,29882,27315,28918,30688,30169,30913,29415,29551,31405,31378,30114,30477
962,26969,29469,29663,30690,30592,30380,29212,30282,30476,31370,28970,30197
963,27875,27993,29587,30328,30555,32154,29633,29848,30441,29745,29067,30320
964,27774,27954,30413,31650,29699,30884,29245,32075,29640,30482,29082,29660
965,28933,28645,32497,30525,30328,31412,29238,30471,30708,32034,31124,30962
966,27818,28303,29453,30875,30695,30993,29020,29754,29632,30739,29353,29934
967,27239,28003,29584,29874,31752,31277,28664,29771,30315,30222,28699,30223
968,27261,28514,30751,30708,30514,30932,30458,29337,29381,30896,29081,30321
969,31510,28091,30234,30913,29922,30791,28784,31321,32193,30947,30504,29910
970,27784,31263,29247,30763,30450,30377,29569,29942,30318,30853,29329,30799
971,27628,28313,29794,30832,30396,33485,28770,29751,30143,30438,29627,30557
972,28045,27173,29362,30640,30371,30973,30257,31204,29848,30143,29438,29861
973,26654,27974,32152,31130,29424,30272,29095,29741,31406,32920,30288,29487
974,28998,29467,29472,31097,29835,30178,29929,29756,30026,30807,28882,31083
975,27842,28440,31033,31260,30688,30771,29569,29272,29964,31400,29514,29949
976,26608,28484,29712,30875,30997,32329,28614,30033,30763,30156,28800,29557
977,27633,28500,30328,32793,29182,30519,30442,31846,31619,30825,29304,30170
978,29800,27469,30426,30861,29677,31157,28876,29522,30489,30587,29459,32898
979,28886,30461,29830,31907,29583,32147,29212,30132,29947,31288,29134,30839
980,28995,29174,29761,30867,30008,31306,29876,29189,30848,30230,29871,29460
981,27894,28706,32156,34465,29881,30461,29430,30989,31803,31367,29102,30000
982,28394,29059,29854,31032,30486,31568,29523,29332,30286,30474,30711,30612
983,28488,29842,30233,31495,31055,29935,29087,30424,29709,30650,28635,30143
984,27191,29148,29794,30882,31353,32708,29955,29744,30378,30946,28880,31685
985,28863,29435,30151,32738,30362,30170,30317,29706,31167,30849,28635,30169
986,27963,29176,30118,30602,29630,31036,29397,30648,30725,31415,31004,30460
987,28033,29641,29642,31620,31663,30879,29341,29783,29521,30753,29561,29665
988,28714,30254,30623,30467,30494,31029,29370,30104,29906,30928,28788,30401
989,27693,29349,30704,30602,30429,30222,29518,31408,31318,30736,29857,30518
990,28404,30314,30488,31612,29731,30544,28560,30265,30521,32192,30965,30109
991,29551,28565,29635,31092,30450,30083,29287,29979,37328,32192,30095,33615
992,28467,30819,29752,30467,30160,32708,28775,29759,30259,31423,28492,29950
993,28817,28209,29753,32496,30184,31164,29505,30433,30798,30527,29592,30245
994,27422,28677,29592,31111,29480,30531,30060,32193,31189,31415,30360,29894
995,29350,30786,28680,30529,32268,31148,29698,30458,29587,30903,29698,30954
996,29931,29047,31302,31012,29272,30473,29397,30077,30022,31133,29409,29985
997,28019,30382,30832,33152,30130,30646,31759,30569,31486,30571,28865,30713
998,28740,28691,29934,32476,29951,29775,30157,30112,30179,31244,29857,29342
999,27151,29242,29178,30443,29927,31413,29196,30071,29877,30456,29875,32397
